id;Name;Quant;Type;Date;Status;Province;lat;lon;;;;;;
Kyiv Oblast;БРДМ-2РХБ;1;RECCE;01.03.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.511136;30.789981;;;;;;
Kyiv Oblast;БТР-3Е;1;APC;01.03.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
Sumy Oblast;БРДМ-2РХБ;1;RECCE;28.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.868672;33.472270;;;;;;
Donetsk Oblast;БТР-80;1;APC;28.02.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.205705;37.749993;;;;;;
Donetsk Oblast;Т-80БВ;1;MBT;28.02.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.205705;37.749993;;;;;;
Zaporizhia Oblast;БТР-4Е;1;APC;28.02.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.842187;35.372880;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;27.02.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.992172;36.231191;;;;;;
Donetsk Oblast;9П148;1;RECCE;27.02.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;9П148;1;RECCE;27.02.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Luhansk Oblast;Т-64БВ ОБР. 2017;1;MBT;27.02.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.953355;38.490268;;;;;;
Donetsk Oblast;Т-64БВ;1;MBT;27.02.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.528143;37.666360;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;27.02.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.953355;38.490268;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;27.02.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.953355;38.490268;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;27.02.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.953355;38.490268;;;;;;
Luhansk Oblast;9А35;1;AA;26.02.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.916073;38.429639;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;26.02.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.061086;36.528228;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;26.02.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.060859;36.528630;;;;;;
Mykolaiv Oblast;2С1;1;ARTY;26.02.2022;DESTROYED;НИКОЛАЕВСКАЯ ОБЛАСТЬ;46.975574;31.993813;;;;;;
;БРДМ-2;1;RECCE;26.02.2022;DESTROYED;;;;;;;;;
;БТР-80;1;APC;26.02.2022;DESTROYED;;;;;;;;;
Mykolaiv Oblast;2С1;1;ARTY;26.02.2022;DESTROYED;НИКОЛАЕВСКАЯ ОБЛАСТЬ;46.975574;31.993813;;;;;;
Zaporizhia Oblast;Т-64БВ;1;MBT;25.02.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.842187;35.372880;;;;;;
Kharkiv Oblast;БТР-3Е;1;APC;25.02.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.992172;36.231191;;;;;;
Zaporizhia Oblast;9А310;1;AA;25.02.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124;;;;;;
Kyiv Oblast;БТР-80;1;APC;25.02.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.553346;30.213451;;;;;;
Kyiv Oblast;БТР-80;1;APC;25.02.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.553346;30.213451;;;;;;
Kyiv Oblast;БТР-80;1;APC;25.02.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.553346;30.213451;;;;;;
Kyiv Oblast;БТР-80;1;APC;25.02.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.553346;30.213451;;;;;;
Kherson Oblast;9А33Б;1;AA;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.609201;32.847672;;;;;;
Kherson Oblast;9А33Б;1;AA;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.623724;32.734042;;;;;;
Kherson Oblast;БРДМ-2;1;RECCE;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.609279;32.852767;;;;;;
Kherson Oblast;9А33Б;1;AA;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.609190;32.848841;;;;;;
Kherson Oblast;БРДМ-2 ВЕПР;1;RECCE;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.609205;32.843412;;;;;;
Kherson Oblast;9А33Б;1;AA;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.609205;32.843412;;;;;;
;БРДМ-2;1;RECCE;25.02.2022;DESTROYED;;;;;;;;;
Kharkiv Oblast;Т-64БВ;1;MBT;25.02.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.992172;36.231191;;;;;;
Kherson Oblast;МТ-ЛБ;1;APC;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;9А33Б;1;AA;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;БРДМ-2;1;RECCE;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;24.02.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.992172;36.231191;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;24.02.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.992172;36.231191;;;;;;
Kherson Oblast;Т-64БВ;1;MBT;24.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;5П85С;1;AA;24.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614962;;;;;;
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;24.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.677855;32.719328;;;;;;
Chernihiv Oblast;1В14;1;APC;24.02.2022;DESTROYED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.518007;31.357514;;;;;;
Kherson Oblast;БТР-7;1;APC;24.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.141706;33.638024;;;;;;
Kyiv Oblast;Т-64БВ;1;MBT;24.02.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.588271;30.215680;;;;;;
Kharkiv Oblast;9П148;1;RECCE;06.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
Kharkiv Oblast;БТР-80;1;APC;07.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
Kharkiv Oblast;9А33Б;1;AA;07.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.451414;36.842236;;;;;;
Kharkiv Oblast;9А33Б;1;AA;07.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.451414;36.842236;;;;;;
Kharkiv Oblast;9А33Б;1;AA;07.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.451414;36.842236;;;;;;
Donetsk Oblast;Т-80БВ;1;MBT;08.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
;БРДМ-2;1;RECCE;08.05.2022;DESTROYED;;;;;;;;;
;1В18;1;APC;10.05.2022;CAPTURED;;;;;;;;;
Zaporizhia Oblast;Т-64БВ ОБР. 2017;1;MBT;09.05.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.346954;35.794415;;;;;;
;Т-64БВ;1;MBT;10.05.2022;DESTROYED;;;;;;;;;
Kharkiv Oblast;ГМЗ-З;1;ARV;10.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
;БРДМ-2Л1;1;RECCE;10.05.2022;DESTROYED;;;;;;;;;
Kharkiv Oblast;Т-64БВ;1;MBT;09.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.102643;36.999972;;;;;;
Kharkiv Oblast;Т-64БВ;1;MBT;09.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.102643;36.999972;;;;;;
Donetsk Oblast;Т-80БВ;1;MBT;09.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Kharkiv Oblast;БТР-80;1;APC;09.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
Luhansk Oblast;9П148;1;RECCE;09.05.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;;;;;;
Kharkiv Oblast;Т-64БВ;1;MBT;08.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
;БРДМ-2Л1;1;RECCE;08.05.2022;CAPTURED;;;;;;;;;
Kharkiv Oblast;БТР-3Е;1;APC;07.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
Kharkiv Oblast;Т-64БВ ОБР. 2017;1;MBT;07.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
;БТР-80;1;APC;06.05.2022;CAPTURED;;;;;;;;;
Mykolaiv Oblast;Т-64БВ;1;MBT;06.05.2022;CAPTURED;НИКОЛАЕВСКАЯ ОБЛАСТЬ;47.070827;32.799764;;;;;;
Kharkiv Oblast;БТР-80;1;APC;06.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
;Т-64БВ ОБР. 2017;1;MBT;05.05.2022;CAPTURED;;;;;;;;;
;Т-64БВ ОБР. 2017;1;MBT;05.05.2022;CAPTURED;;;;;;;;;
;2С7;1;ARTY;03.05.2022;CAPTURED;;;;;;;;;
;2С1;1;ARTY;03.05.2022;CAPTURED;;;;;;;;;
;2С1;1;ARTY;03.05.2022;CAPTURED;;;;;;;;;
;2С1;1;ARTY;03.05.2022;CAPTURED;;;;;;;;;
;БМД-2;1;AIFV;03.05.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;БТР-70М;1;APC;02.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.962550;37.823299;;;;;;
;БРДМ-2Л1;1;RECCE;30.04.2022;CAPTURED;;;;;;;;;
Kherson Oblast;БТР-80;1;APC;28.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Luhansk Oblast;БТР-70;1;APC;26.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207;;;;;;
Luhansk Oblast;БРДМ-2;1;RECCE;26.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207;;;;;;
Kharkiv Oblast;2С3;1;ARTY;25.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.710797;37.614779;;;;;;
;2С1;1;ARTY;25.04.2022;CAPTURED;;;;;;;;;
;Т-64БВ;1;MBT;25.04.2022;CAPTURED;;;;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;25.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507;;;;;;
;Т-64 МИННЫЙ ТРАЛ;1;MBT;25.04.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;БТС-4;1;ARV;24.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.614839;37.138321;;;;;;
;AT-105 ICV;1;APC;23.04.2022;CAPTURED;;;;;;;;;
;Т-64БВ;1;MBT;23.04.2022;CAPTURED;;;;;;;;;
;1В15;1;APC;23.04.2022;CAPTURED;;;;;;;;;
;1В15;1;APC;23.04.2022;CAPTURED;;;;;;;;;
;1В15;1;APC;23.04.2022;CAPTURED;;;;;;;;;
;AT-105 ICV;1;APC;22.04.2022;CAPTURED;;;;;;;;;
;Т-64БВ;1;MBT;20.04.2022;CAPTURED;;;;;;;;;
Kharkiv Oblast;ГТ-МУ;1;APC;20.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
Luhansk Oblast;Т-64БВ ОБР. 2017;1;MBT;20.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;20.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550;;;;;;
;1В15;1;APC;19.04.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;2С1;1;ARTY;19.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Donetsk Oblast;2С1;1;ARTY;19.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;19.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.049943;38.221114;;;;;;
Donetsk Oblast;БТР-80;1;APC;18.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
;Т-64БВ;1;MBT;18.04.2022;CAPTURED;;;;;;;;;
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;17.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
;Т-64Б;1;MBT;16.04.2022;CAPTURED;;;;;;;;;
Luhansk Oblast;Т-64БВ ОБР. 2017;1;MBT;16.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550;;;;;;
;Т-64БВ;1;MBT;16.04.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;1В15;1;APC;15.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Kharkiv Oblast;Т-72Б1;1;MBT;14.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
Kherson Oblast;БТР-80;1;APC;13.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Kherson Oblast;БТР-80;1;APC;13.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Kherson Oblast;БТР-80;1;APC;13.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Donetsk Oblast;Т-64А;1;MBT;13.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
;БРДМ-2;1;RECCE;12.04.2022;CAPTURED;;;;;;;;;
;2С3;1;ARTY;11.04.2022;CAPTURED;;;;;;;;;
Kharkiv Oblast;Т-64БВ ОБР. 2017;1;MBT;11.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507;;;;;;
Kharkiv Oblast;Т-64БВ ОБР. 2017;1;MBT;11.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507;;;;;;
Kharkiv Oblast;Т-64БВ ОБР. 2017;1;MBT;10.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507;;;;;;
Kharkiv Oblast;Т-64БВ;1;MBT;09.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507;;;;;;
;AT-105 ICV;1;APC;09.04.2022;CAPTURED;;;;;;;;;
;ЗСУ-23-4;1;AA;09.04.2022;CAPTURED;;;;;;;;;
;ГМЗ-З;1;ARV;09.04.2022;CAPTURED;;;;;;;;;
Luhansk Oblast;Т-64БВ ОБР. 2017;1;MBT;09.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393;;;;;;
Donetsk Oblast;БРДМ-2;1;RECCE;08.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Kharkiv Oblast;БТР-3Е;1;APC;07.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507;;;;;;
Kharkiv Oblast;Т-72Б1;1;MBT;07.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
;Т-64БВ;1;MBT;07.04.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;БТР-80;1;APC;07.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Kharkiv Oblast;Т-72Б1;1;MBT;07.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682;;;;;;
;9П148;1;RECCE;07.04.2022;CAPTURED;;;;;;;;;
;9П148;1;RECCE;07.04.2022;CAPTURED;;;;;;;;;
;БТР-80;1;APC;06.04.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;МТ-ЛБ;1;APC;06.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Donetsk Oblast;ИМР-1;1;ARV;06.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Donetsk Oblast;БТР-4Е;1;APC;06.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Sumy Oblast;БРДМ-2;1;RECCE;06.04.2022;CAPTURED;СУМСКАЯ ОБЛАСТЬ;50.911980;34.802764;;;;;;
Donetsk Oblast;Т-80БВ;1;MBT;06.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
;БТР-80;1;APC;06.04.2022;CAPTURED;;;;;;;;;
;1В18;1;APC;06.04.2022;CAPTURED;;;;;;;;;
;1В18;1;APC;06.04.2022;CAPTURED;;;;;;;;;
;1В18;1;APC;06.04.2022;CAPTURED;;;;;;;;;
;9П148;1;RECCE;06.04.2022;CAPTURED;;;;;;;;;
;9П148;1;RECCE;06.04.2022;CAPTURED;;;;;;;;;
;2С3;1;ARTY;06.04.2022;CAPTURED;;;;;;;;;
Luhansk Oblast;БТР-4Е;1;APC;04.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550;;;;;;
Donetsk Oblast;БМД-2;1;AIFV;03.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.248958;37.781937;;;;;;
Donetsk Oblast;БТР-60-ПУ12;1;APC;01.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;31.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;31.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;31.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;31.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272;;;;;;
Zaporizhia Oblast;Т-72АМТ;1;MBT;30.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124;;;;;;
Zaporizhia Oblast;БТР-70;1;APC;30.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124;;;;;;
Zaporizhia Oblast;БТР-4Е;1;APC;30.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124;;;;;;
Luhansk Oblast;35Д6;1;AA;30.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.409282;38.162050;;;;;;
Kharkiv Oblast;Т-64БВ;1;MBT;30.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.864659;36.932311;;;;;;
Donetsk Oblast;БРДМ-2;1;RECCE;28.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;28.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.953355;38.490268;;;;;;
;Т-64БВ ОБР. 2017;1;MBT;27.03.2022;CAPTURED;;;;;;;;;
Kyiv Oblast;Т-72АГ;1;MBT;25.03.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
;2С5;1;ARTY;25.03.2022;CAPTURED;;;;;;;;;
;2С5;1;ARTY;25.03.2022;CAPTURED;;;;;;;;;
;БАТ-2;1;ARV;25.03.2022;CAPTURED;;;;;;;;;
;Т-64БВК;1;MBT;25.03.2022;CAPTURED;;;;;;;;;
Chernihiv Oblast;9А35;1;AA;24.03.2022;CAPTURED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.491512;31.298320;;;;;;
Donetsk Oblast;БРДМ-2Л1;1;RECCE;23.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БТР-80;1;APC;22.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Chernihiv Oblast;Т-72АМТ;1;MBT;22.03.2022;CAPTURED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.491512;31.298320;;;;;;
Donetsk Oblast;БРДМ-2;1;RECCE;22.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.614839;37.138321;;;;;;
;Т-64БВ;1;MBT;21.03.2022;CAPTURED;;;;;;;;;
;БТР-4Е;1;APC;20.03.2022;CAPTURED;;;;;;;;;
;БТР-80;1;APC;20.03.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;БТР-70;1;APC;20.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Donetsk Oblast;БТР-70;1;APC;20.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.514305;37.536670;;;;;;
Luhansk Oblast;БТР-7;1;APC;20.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550;;;;;;
;Т-64БВ;1;MBT;20.03.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;БТР-7;1;APC;18.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;17.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.047598;36.396771;;;;;;
;БТР-4Е;1;APC;17.03.2022;CAPTURED;;;;;;;;;
;Т-64БВ ОБР. 2017;1;MBT;16.03.2022;CAPTURED;;;;;;;;;
;Т-64Б1М;1;MBT;16.03.2022;CAPTURED;;;;;;;;;
;БТР-80;1;APC;15.03.2022;CAPTURED;;;;;;;;;
Kherson Oblast;БРДМ-2;1;RECCE;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Kherson Oblast;БРДМ-2;1;RECCE;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Kherson Oblast;Т-64БВ;1;MBT;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Kherson Oblast;Т-64БВ;1;MBT;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935;;;;;;
;2С1;1;ARTY;15.03.2022;CAPTURED;;;;;;;;;
;БТР-80;1;APC;15.03.2022;CAPTURED;;;;;;;;;
;БТР-80;1;APC;15.03.2022;CAPTURED;;;;;;;;;
;БТР-80;1;APC;14.03.2022;CAPTURED;;;;;;;;;
;БТР-80;1;APC;14.03.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;БТР-4Е;1;APC;14.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
Donetsk Oblast;Т-64Б;1;MBT;14.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Mykolaiv Oblast;5П85С;1;AA;14.03.2022;CAPTURED;НИКОЛАЕВСКАЯ ОБЛАСТЬ;46.975574;31.993813;;;;;;
;9П148;1;RECCE;14.03.2022;CAPTURED;;;;;;;;;
;БТС-4;1;ARV;14.03.2022;CAPTURED;;;;;;;;;
;Т-64БВ ОБР. 2017;1;MBT;14.03.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;Т-64БВ;1;MBT;12.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;12.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;;;;;;
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;12.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.541082;37.779826;;;;;;
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;12.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.541082;37.779826;;;;;;
Donetsk Oblast;Т-64БВ;1;MBT;12.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.541082;37.779826;;;;;;
;МТ-ЛБ;1;APC;12.03.2022;CAPTURED;;;;;;;;;
;Т-80БВ;1;MBT;12.03.2022;CAPTURED;;;;;;;;;
;Т-64БВ;1;MBT;12.03.2022;CAPTURED;;;;;;;;;
;БРЭМ-1;1;ARV;12.03.2022;CAPTURED;;;;;;;;;
;ЗСУ-23-4;1;AA;12.03.2022;CAPTURED;;;;;;;;;
